1.1 Edad:,1.2 Género:,3. Evaluación de Habilidades Blandas,"A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Gestión: Gestionar actividades complejas, como proyectos de ingeniería, en el campo de estudio.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Comunicación efectiva: Presentar y defender proyectos técnicos en español e inglés en entornos profesionales.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Liderazgo: Dirigir equipos, organizando tareas y tomando decisiones clave.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Trabajo en equipo: Participar activamente en equipos para resolver problemas de ingeniería.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Ética profesional: Actuar con responsabilidad ética en la toma de decisiones técnicas, respetando normas y compromisos legales.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Responsabilidad social: Considerar aspectos jurídicos, culturales y de sostenibilidad al desarrollar soluciones de ingeniería.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Aprendizaje autónomo: Buscar activamente aprendizaje continuo y desarrollar habilidades profesionales de manera autónoma.]",4. Inserción Laboral,4.1 ¿Actualmente estás trabajando?,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,4.1.5 ¿Cuánto tiempo lleva trabajando en su empleo actual?,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Gestión],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Comunicación efectiva],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Liderazgo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Trabajo en equipo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Ética profesional],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Responsabilidad social],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Aprendizaje autónomo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,"Si respondió ""Sí"", por favor especifique:",4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,"6.1 ¿Qué asignaturas te resultaron más relevantes durante la carrera? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Estática, Mecánica de materiales, Dinámica","6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion
24,Masculino,,4,3,3,3,3,3,4,,Si,Ecuador,Privado,Medio tiempo,Menos de 6 meses,4.0,Si,Parcialmente,No,No,No,No,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Hidráulica, Costos de Obra, Fiscalización de Obra",Salidas a campo constantes,"Prácticas reales, no todo teórico",Trabajo en equipo,"Trabajo bajo presión y soluciones de problemas, hay situaciones que pasan en obra inesperadamente que se deben solucionar lo más rápido posible.",(RRA20) INGENIERÍA CIVIL,2025
22,Masculino,,4,3,3,3,3,3,3,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"b) Sí, pero no la he utilizado","Caracterización en agua, Tratamiento de agua residual",Importación en prácticas en campos,"Hacer uso de los servicios que ofrece la institución, como la biblioteca, laboratorio y talleres","Comunicación efectiva, y  pensamiento crítico","Inteligencia emocional, ya que muchos proyectos de agua y saneamiento requieren intervención directa con comunidades rurales o urbanas. La inteligencia emocional me permitiría comunicarme con respeto, comprender sus preocupaciones y generar vínculos de confianza para implementar soluciones sostenibles.",(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,2025
27,Masculino,,1 (Nada desarrollado),2,1 (Nada desarrollado),4,4,3,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,No,No,Sí,Sí,No,No,No,No,Sí,No,,No,De $1001 a $1500,,,,,c) No la conozco,"Desarrollo web, bases de datos, POO",Frameworks actuales,Más trabajo práctico,Liderazgo,Comunicación asíncrona,(RRA20) SOFTWARE,2025
23,Masculino,,1 (Nada desarrollado),1 (Nada desarrollado),1 (Nada desarrollado),2,4,4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Medio tiempo,Menos de 6 meses,1.0,No,No,No,No,No,No,No,No,No,No,No me enseñaron ha desarrollar mis habilidades blandas en la Universidad,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes","Estadística, Gestión de Procesos",Desarrollo de habilidades blandes,Dar más apertura a que los estudiantes desarrollen antes que solo tengan que seguir las cosas que dice el profesor,"Todas, porque no te enseñanza comunicarte en una empresa, no te dicen como te debes comportar en un ambiente laboral, no te comunican como debes hacer tu CV, entre muchas más.","Comunicación, para hacer contactos y para desarrollarte en un ambiente laboral es necesario",(RRA20) INGENIERÍA QUÍMICA,2025
23,Masculino,,4,4,4,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Si,No,No,Sí,Sí,Sí,No,Sí,No,,Si,De $1001 a $1500,,,,,c) No la conozco,Control y electricidad,Tics,Mejores temas,El control de tareas y reforzamiento de actividades,Perseverancia,(RRA20) ELECTROMECÁNICA,2025
24,Masculino,,4,3,3,3,2,3,4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Falta de experiencia dentro del campo laboral.,c) No la conozco,"Petrografia, Mineralogía, Geotecnia.",Desarrollo y manejo de softwares enfocados a explotación de recursos.,Una mayor cantidad de tiempo enfocada a materias ligadas directamente con la industria.,Trabajo en equipo y networking.,Networking,(RRA20) GEOLOGÍA,2025
24,Masculino,,3,2,4,4,4,4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,No,No,No,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder",Desarrollo de software,Seguridad Informática,Mejores prácticas de campo,Comunicación,Resolución de problemas para poder coordinar de mejor manera los problemas que surgen dentro de una oficina,(RRA20) DESARROLLO DE SOFTWARE,2025
23,Femenino,,3,4,3,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Mas de 2 años,No estoy seguro/a,,c) No la conozco,Programacion,Seguridad informática,Mejores prscticas de campo,Comunicación,Resolución de problemas para poder resolver y no estsncarme en un problema,(RRA20) DESARROLLO DE SOFTWARE,2025
23,Femenino,,3,2,3,3,4,4,4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No,,"d) No, pero me gustaría conocer más sobre cómo acceder","Redes inalámbricas, sistemas de telecomunicaciones, cableado estructurado, redes de computadoras, programación",Práctica en redes inalámbricas,Más práctica menos teoría,Comunicación,Proactividad,(RRA20) REDES Y TELECOMUNICACIONES,2025
25,Masculino,,4,4,4,4,4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Dinámica, Diseño de maquinas",Tics,Establecer relaciones con empresas donde los estudiantes puedan realizar pasantias y ofertas laborales,Desempeñar mejor el trabajo en equipo,Resolución de problemas de manera efectiva frente a constantes cambios de adaptabilidad en el ámbito laboral,(RRA20) MECÁNICA,2025
22,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),3,4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,Desarrollo de aplicaciones web,Administración Financiera,Más práctico,Comunicación,Comunicación,(RRA20) DESARROLLO DE SOFTWARE,2025
35,Femenino,,3,3,4,3,3,3,4,,No,,,,,,,,,,,,,,,,,,,Si,De 1 año a 2 años,No estoy seguro/a,,"b) Sí, pero no la he utilizado","Estadística, Contabilidad, Administración, Economía, Ingeniería Financiera, Procesos, Derecho, Comportamiento Organizacional","Educación Financiera, Servicio al Cliente, Preparación para el entorno laboral","Enfocarse en la inserción laboral, desarrollo de habilidades blandas, socialización con grupos vulnerables",Flexibilidad y creatividad,"Organización y optimización del tiempo, esta habilidad es necesaria para abordar temas indispensables que requieren de planificación y enfoque.",(RRA20) ADMINISTRACIÓN DE EMPRESAS,2025
24,Masculino,,4,3,3,3,4,3,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Verificación y validación de software, Programación orientada a objetos, Aplicaciones Web, HCI, Metodologías Ágiles",Tecnologías Cloud (Azure o Aws),Realizar más espacios para interactuar entre compañeros.,Comunicación enfocada a negocios,Gestion del ridículo. Practicar con compañeros de trabajo la negociación con el cliente.,(RRA20) SOFTWARE,2025
25,Masculino,,3,3,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Refrigeracion Industrial, Diseño de Máquinas, Soldadura","Importancia de una correcta gestión de cotizaciones y presupuestos, Cotizaciones, Presupuesto, Control financiero, Optimización de recursos","Formación práctica en campo, Resolución de problemas reales, Talleres técnicos, Simulación de fallas, Intervención en equipos reales, Trabajo colaborativo bajo presión","Comunicación asertiva, Trabajo en equipo, Liderazgo, Gestión del tiempo, Adaptabilidad, Resolución de conflictos, Pensamiento crítico","Inteligencia emocional, Para gestionar el estrés y mantener la calma en situaciones críticas en campo, Facilitar la comunicación con equipos multidisciplinarios, Mejorar la toma de decisiones bajo presión, Fomentar un ambiente laboral saludable y colaborativo",(RRA20) MECÁNICA,2025
25,Masculino,,4,4,4,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,No,No,No,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Transferencia de calor I y II, Mecánica de fluidos","Simulación CFD, ENSAYOS NO DESTRUCTIVOS",Dar un seguimiento a los profesores debido a que hay algunos que no cumplen su trabajo,Trabajo en equipo,Liderazgo,(RRA20) MECÁNICA,2025
24,Masculino,,4,2,5 (Totalmente desarrollado),5 (Totalmente desarrollado),3,3,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,Sí,Sí,No,No,No,No,Sí,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Sistemas Operativos, Redes, Estructuras de datos, Ingeniería de software, Inteligencia Artificial, Tecnologías de la seguridad, Cloud Computing",,"Que se adapten de manera más ágil a la realidad del mundo y del Ecuador, conozco de la ley de protección de datos pero no por la universidad, sino por investigación propia.","Ética, desde prepo veía como copiaban en exámenes las personas","Comunicación efectiva y profesional, cómo hablar en público. Vi exposiciones de tesis que no se escuchaba lo que hablaban las personas",(RRA20) COMPUTACIÓN,2025
24,Femenino,,5 (Totalmente desarrollado),3,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,3.0,Si,Parcialmente,No,Sí,No,Sí,Sí,No,Sí,No,,Si,Hasta $460,,,,,"b) Sí, pero no la he utilizado","HCI,APLICACIONES WEB, APLICACIONES WEB AVANZADAS, METODOLOGIAS AGILES, PROGRAMACIONI, PROGRAMACION II","MAS ASPECTOS RELEVANTES A LA PROGRAMACION, DISEÑO DE FRONT CON ULTIMOS FRAMEWOKS, CENTRARSE MAS EN LA PROGRAMACION, MEJORAR PROFESORES PARA LA MATERIA DE DISEÑO","LOS PROFESORES DEBEN SER MAS EXPLICATIVOS NO SOLO DAR TEORIA, INCLUIR ASPECTOS MAS RELEVANTES A LA PROGRAMACION, HCI ES UNA MATERIA DEMASIADO IMORTANTE ESTARIA BIEN QUE PARA COMPLEMENTAR DEN UNA MTERIA PARA LE DESARROLLO DE FRONT Y EL WEB MAS ORIENTADO ALOS MICROSERVICIOS",LA COMUNICACION Y EL DESENVOLVIMIENTO ESCENICO,COMUNICACION ASERTIVA,(RRA20) SOFTWARE,2025
27,Femenino,,4,3,3,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,4,,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,3.0,Si,Parcialmente,No,No,No,Sí,Sí,No,No,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Contabilidad, Finanzas","Orientados al manejo de excel, manejo de base de datos","Ser más prácticos, trabajo de campo","Liderazgo, comunicación efectiva",Liderazgo para el manejo de grupos de trabajo,(RRA20) ADMINISTRACIÓN DE EMPRESAS,2025
22,Masculino,,4,4,4,4,4,4,4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,"Control electromecánico, control y sistemas hmi, energías renovables, dibujo mecánico, instrumentación",TICs,Recomendaría que se impulse el desarrollo de habilidades blandas,"Liderazgo, gestión del tiempo",Capacidad de resolver problemas ya que es un aspecto importante en el área en la que me voy a desenvolver,(RRA20) ELECTROMECÁNICA,2025
30,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,No estoy seguro/a,,c) No la conozco,"Perforación,  completación, sistemas de producción","Cosas mas prácticas, no solo materia, contenido en libros nada de practica guiada por docentes","Usar programas que se esten usando en el campo petrolero, no solo un semestre, en varios semestres, cosa que al graduarse , poder manera casi bien los softwares que se usa en la industria, ejemplo OFM",Liderazgo,"Mas practicas, no solo encerrarse en los libros",(RRA20) PETRÓLEOS,2025
32,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,4,5 (Totalmente desarrollado),4,4,,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,3.0,Si,Si,Sí,No,Sí,No,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Mecánica de Materiales, Temodinamica, Mecánica de Fluidos","Área Gestión Financiera, Inovación y Emprendimiento",Interacción con el campo laboral,Comunicación efectiva,Desarrollo de Imagen profesional y Comunicación efectiva.,INGENIERIA MECANICA,2025
24,Masculino,,4,3,4,4,5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Falta enseñar conocimientos técnicos sobre casos reales que suceden en el campo laboral. Enseñar el uso de software que emplean mayormente las empresas.,"b) Sí, pero no la he utilizado","Estructuras de acero, Mecánica de Materiales, Mecánica de Fluidos Aplicada, Control de sistemas mecánicos, CAD y CAM, Ingeniería de Mantenimiento","Uso de Software empresariales, Uso de normativas ecuatorianas, Uso de sistemas de gestión","Los docentes deben tener experiencia laboral, así se tratarían casos reales que pasan en la industria",La comunicación efectiva,"Comunicación efectiva para poder tratar con los demás departamentos de una empresa, ya que funcionan de manera simultánea.",(RRA20) MECÁNICA,2025
23,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,"Muchas materias que se imparten en la carrera no están alineadas con la demanda del mercado laboral actual por lo que si no se cuenta con experiencia profesional antes de graduarse, el título pasa a segundo plano.","a) Sí, la he utilizado para postularme a vacantes","Ingeniería financiera, Sistemas embebidos, Metodologías ágiles, Gestión de proyectos de software, Desarrollo de software seguro, Ingeniería de software y requerimientos","Finanzas y economía digital, Ciencia de datos",Mejorar los laboratorios con máquinas modernas,"Todas las habilidades, porque si no contabas con estás previamente o las desarrolladas por tu cuenta, la universidad no ayudó mucho en este aspecto.","Aprender a comunicarse, creo que es la habilidad más útil en este campo, principalmente porque no todas las personas en un entorno laboral entienden términos técnicos",(RRA20) SOFTWARE,2025
23,Masculino,,4,3,3,4,4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No,,"d) No, pero me gustaría conocer más sobre cómo acceder","Desarrollo de Software Seguro, Verificación y Validación de Software, Automatización de Procesos, Interacción Humano Computador, Tecnologías de Seguridad, Bases de Datos","Al momento de enseñar aplicaciones moviles, talvez enfocarse más en las bases como puede ser utilizar solo javascript para generar tanto el backend y frontend",Restructuración de la malla porque algunas materias son innecesarias y pero verlas al final de la carrera.,Enfocarse más en la comunicación,"Conside que una habilidad a agregar puede ser el manejo del estres, porque no ayuda solo de forma profesional, si no que para toda la vida",(RRA20) SOFTWARE,2025
30,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,4.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $1501 a $2.000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Programación 1 y 2, aplicaciones móviles, aplicaciones web, calidad de software, arquitectura de computadores, arquitectura de software, ingeniería de software","Nuevas tecnologías, computación en la",Innovación y actualizaciones a las nuevas tecnologías nube,Comunicación asertiva,Comunicación asertiva,(RRA20) COMPUTACIÓN,2025
24,Femenino,,3,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Medio tiempo,Menos de 6 meses,2.0,Si,Parcialmente,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Si,Hasta $460,,,,,"b) Sí, pero no la he utilizado","Mecánica de fluidos, Diseño de Plantas, Modelado y Automatización","Sistemas de Gestión, Softwares de Programación",Mayor oportunidad de prácticas y pasantías,Gestión de proyectos,Gestión de proyectos,(RRA20) INGENIERÍA QUÍMICA,2025
23,Femenino,,4,3,4,3,3,2,3,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"b) Sí, pero no la he utilizado","Aceros, Maquinas y Mecánismos, Diseño de proyectos hidráulicos",Costos y procesos de contratación,Que sean más practicas las clases,Comunicación,Interacciín para poder cerrar trabajos,(RRA20) INGENIERÍA CIVIL,2025
28,Masculino,,5 (Totalmente desarrollado),3,5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),2,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,4.0,Si,Parcialmente,Sí,Sí,Sí,Sí,Sí,No,Sí,No,,Si,De $1501 a $2.000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","TCP IP, Ingeniería de Software 1 y 2, Calidad de Software","TCP IP, Patrones de Diseño, Calidad de Software, Metodologías Ágiles.",Los mejores porfesores en los primeros semestres y enseñar como hacer ciencia.,Comunicación,"Comunicación Profesional en inglés que tenga como objetivo vender sea un producto, servicio, etc",(RRA20) COMPUTACIÓN,2025
25,Masculino,,4,4,3,3,4,4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,Sí,No,No,No,Sí,No,Sí,No,,Si,De $1001 a $1500,,,,,"a) Sí, la he utilizado para postularme a vacantes","Mecánica de Materials, Elementos de Máquinas, Dibujo Mecánico y CAD.","Nuevos procesos de manufactura, neumática, elementos finitos","Aumentar las horas de clases con docentes, enseñar nuevas tecnologías","Comunicación efectiva, oratoria","Comunicación efectiva, para mejorar la comunicación y expresión mediante la palabra",(RRA20) MECÁNICA,2025
25,Masculino,,1 (Nada desarrollado),2,1 (Nada desarrollado),3,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,1.0,No,No,No,No,No,No,Sí,Sí,Sí,No,,Si,Hasta $460,,,,,c) No la conozco,"Programación, termodinámica, Transferencia de calor, mecánica de fluidos","PLC, Gestión de personal",Más habilidades prácticas,"Trabajo en equipo, liderazgo","Trabajo en equipo y liderazgo, me encuentro a cargo de un grupo de personas, y tengo que día a día poder designar, corregir,  realizar los distintos trabajos, tengo que estar siempre en comunicación superior e inferior pero eso es lo que más se me ha complicado",(RRA20) MECÁNICA,2025
24,Femenino,,4,3,3,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),3,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,No,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Diseño de software, programación, bases de datos, calidad","Tecnologías actuales, dan lo que ya no se  usa","Mejorar la mall, contratar profesores que si vayan a clases y no lean solo pdfs o te hagan exponer todo el semestre","Comunicación, liderazgo",Liderazgo,(RRA20) SOFTWARE,2025
40,Masculino,,5 (Totalmente desarrollado),4,4,4,3,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Geotecnia, Microtectónica, Mecánica de Fluidos, Registros Geológicos",TICS,"Promover la ética estudiantil, penalizar la corrupción dependiendo el grado y estudiante, y mejorar la relación estudiante-docente",Comunicación,Comunicación y trabajo colectivo,INGENIERIA GEOLOGICA,2024
24,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No,,"d) No, pero me gustaría conocer más sobre cómo acceder","Diseño de proyectos estructurales, Diseño de proyectos hidráulicos, Ingeniería Sísmica",Diseño de Vías,"Fortalecer el uso de software especializado, Incluir prácticas en obra desde los primeros niveles",Resolución de problemas,Liderazgo técnico en obra,(RRA20) INGENIERÍA CIVIL,2025
25,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,4,4,4,4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No,,c) No la conozco,Hormigón,Más vistas técnicas y preparación en la vida real,Que necesitamos más visitas técnicas y trabajo de campo,Poder defendernos en temas de la vida cotidiana,Saber más sobre proyectos y administración de los mismos,(RRA20) INGENIERÍA CIVIL,2025
25,Femenino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Público,Tiempo completo,Menos de 6 meses,3.0,Si,Si,No,Sí,Sí,No,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Calidad del Agua, diseño de plantas, Evaluación de impacto ambiental, modelacion del agua, ordenamiento territorial, legislación ambiental, depuración, potabilización, energías renovables","Más semestres de programación, hidráulica en más semestres","Participación en proyectos del entorno laboral, es decir, verificar que las enseñanzas están acorde al mundo laboral actual",Considero que cuento con buenas habilidades blandas,Gestión del tiempo. Lo aplicaría priorizando actividades más relevantes,(RRA20) INGENIERÍA AMBIENTAL,2025
24,Femenino,,4,1 (Nada desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),3,3,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Estática, Mecánica de materiales, Dinámica, Soldadura, Programación","Planificación de ingeniería, Simulación de elementos, Estructuras Metálicas.","Realizar más actividades practicas que se relacionen con la teoría, para entender de mejor forma la aplicación de esos aprendizajes.","Hablar en público, negociación",Planificación,(RRA20) MECÁNICA,2025
26,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No,,"b) Sí, pero no la he utilizado","Diseño de software, Estadística, IA, Aplicaciones Web Avanzadas","Arquitectura de software, Desarrollo de productos, etc","Mezclar la teoría con la práctica, se aprende muchísimo más.","Ventas, liderazgo, finanzas personales y de cara al mundo.","Ventas y finanzas, muy útil para la vida profesional como para la vida práctica, saber como llegar al cliente a través de productos de software es crucial para el éxito profesional",(RRA20) SOFTWARE,2025
